action,source,destination,reason,kept_instead
SKIPPED,9a Duplicates/Duplicates/ted copy - Copy (3) - Copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/ted copy - Copy (3) - Copy.mp4
SKIPPED,9a Duplicates/MP4 bad audio/ted from boston copy.mp4,,same base name and format in different folder,2 Review/ted from boston copy.mp4
SKIPPED,9a Duplicates/FLV/ted from boston copy.flv,,"same base name, lower-priority format",2 Review/ted from boston copy.mp4
SKIPPED,9a Duplicates/Duplicates/Ted tells a Hellen Keller jokePG.wmv,,"same base name, lower-priority format",2 Review/Ted tells a Hellen Keller jokePG.mp4
SKIPPED,9a Duplicates/FLV/Ted tells a Hellen Keller jokePG.flv,,"same base name, lower-priority format",2 Review/Ted tells a Hellen Keller jokePG.mp4
SKIPPED,1 Live Videos/TellMeAJoke (1).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (1).mp4
SKIPPED,TikTok/TellMeAJoke (1).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (1).mp4
SKIPPED,1 Live Videos/TellMeAJoke (1).MPG,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (1).mp4
SKIPPED,1 Live Videos/TellMeAJoke (10).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (10).mp4
SKIPPED,1 Live Videos/TellMeAJoke (11).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (11).mp4
SKIPPED,1 Live Videos/TellMeAJoke (12).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (12).mp4
SKIPPED,1 Live Videos/TellMeAJoke (13).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (13).mp4
SKIPPED,1 Live Videos/TellMeAJoke (14).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (14).mp4
SKIPPED,1 Live Videos/TellMeAJoke (15).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (15).mp4
SKIPPED,1 Live Videos/TellMeAJoke (16).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (16).mp4
SKIPPED,1 Live Videos/TellMeAJoke (17).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (17).mp4
SKIPPED,1 Live Videos/TellMeAJoke (18).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (18).mp4
SKIPPED,1 Live Videos/TellMeAJoke (19).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (19).mp4
SKIPPED,1 Live Videos/TellMeAJoke (2).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (2).mp4
SKIPPED,1 Live Videos/TellMeAJoke (20).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (20).mp4
SKIPPED,1 Live Videos/TellMeAJoke (21).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (21).mp4
SKIPPED,1 Live Videos/TellMeAJoke (22).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (22).mp4
SKIPPED,1 Live Videos/TellMeAJoke (23).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (23).mp4
SKIPPED,1 Live Videos/TellMeAJoke (24).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (24).mp4
SKIPPED,1 Live Videos/TellMeAJoke (25).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (25).mp4
SKIPPED,1 Live Videos/TellMeAJoke (26).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (26).mp4
SKIPPED,1 Live Videos/TellMeAJoke (27).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (27).mp4
SKIPPED,1 Live Videos/TellMeAJoke (28).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (28).mp4
SKIPPED,1 Live Videos/TellMeAJoke (29).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (29).mp4
SKIPPED,1 Live Videos/TellMeAJoke (3).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (3).mp4
SKIPPED,1 Live Videos/TellMeAJoke (30).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (30).mp4
SKIPPED,1 Live Videos/TellMeAJoke (31).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (31).mp4
SKIPPED,1 Live Videos/TellMeAJoke (32).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (32).mp4
SKIPPED,1 Live Videos/TellMeAJoke (33).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (33).mp4
SKIPPED,1 Live Videos/TellMeAJoke (34).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (34).mp4
SKIPPED,1 Live Videos/TellMeAJoke (35).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (35).mp4
SKIPPED,1 Live Videos/TellMeAJoke (36).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (36).mp4
SKIPPED,1 Live Videos/TellMeAJoke (37).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (37).mp4
SKIPPED,1 Live Videos/TellMeAJoke (38).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (38).mp4
SKIPPED,1 Live Videos/TellMeAJoke (39).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (39).mp4
SKIPPED,1 Live Videos/TellMeAJoke (4).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (4).mp4
SKIPPED,1 Live Videos/TellMeAJoke (40).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (40).mp4
SKIPPED,1 Live Videos/TellMeAJoke (41).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (41).mp4
SKIPPED,1 Live Videos/TellMeAJoke (42).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (42).mp4
SKIPPED,1 Live Videos/TellMeAJoke (43).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (43).mp4
SKIPPED,1 Live Videos/TellMeAJoke (44).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (44).mp4
SKIPPED,1 Live Videos/TellMeAJoke (45).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (45).mp4
SKIPPED,1 Live Videos/TellMeAJoke (46).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (46).mp4
SKIPPED,1 Live Videos/TellMeAJoke (47).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (47).mp4
SKIPPED,1 Live Videos/TellMeAJoke (48).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (48).mp4
SKIPPED,1 Live Videos/TellMeAJoke (49).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (49).mp4
SKIPPED,1 Live Videos/TellMeAJoke (5).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (5).mp4
SKIPPED,1 Live Videos/TellMeAJoke (50).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (50).mp4
SKIPPED,1 Live Videos/TellMeAJoke (51).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (51).mp4
SKIPPED,1 Live Videos/TellMeAJoke (52).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (52).mp4
SKIPPED,1 Live Videos/TellMeAJoke (53).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (53).mp4
SKIPPED,1 Live Videos/TellMeAJoke (54).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (54).mp4
SKIPPED,1 Live Videos/TellMeAJoke (55).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (55).mp4
SKIPPED,1 Live Videos/TellMeAJoke (56).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (56).mp4
SKIPPED,1 Live Videos/TellMeAJoke (57).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (57).mp4
SKIPPED,1 Live Videos/TellMeAJoke (58).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (58).mp4
SKIPPED,1 Live Videos/TellMeAJoke (59).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (59).mp4
SKIPPED,1 Live Videos/TellMeAJoke (6).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (6).mp4
SKIPPED,1 Live Videos/TellMeAJoke (60).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (60).mp4
SKIPPED,1 Live Videos/TellMeAJoke (61).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (61).mp4
SKIPPED,1 Live Videos/TellMeAJoke (62).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (62).mp4
SKIPPED,1 Live Videos/TellMeAJoke (63).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (63).mp4
SKIPPED,1 Live Videos/TellMeAJoke (64).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (64).mp4
SKIPPED,1 Live Videos/TellMeAJoke (65).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (65).mp4
SKIPPED,1 Live Videos/TellMeAJoke (66).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (66).mp4
SKIPPED,1 Live Videos/TellMeAJoke (67).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (67).mp4
SKIPPED,1 Live Videos/TellMeAJoke (68).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (68).mp4
SKIPPED,1 Live Videos/TellMeAJoke (69).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (69).mp4
SKIPPED,1 Live Videos/TellMeAJoke (7).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (7).mp4
SKIPPED,1 Live Videos/TellMeAJoke (70).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (70).mp4
SKIPPED,1 Live Videos/TellMeAJoke (71).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (71).mp4
SKIPPED,1 Live Videos/TellMeAJoke (8).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (8).mp4
SKIPPED,1 Live Videos/TellMeAJoke (9).mov,,"same base name, lower-priority format",1 Live Videos/TellMeAJoke (9).mp4
SKIPPED,2 Review/thahur  copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/thahur  copy.mp4
SKIPPED,2 Review/the dolphin copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/the dolphin copy.mp4
SKIPPED,9a Duplicates/FLV/the dolphin copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/the dolphin copy.mp4
SKIPPED,9a Duplicates/FLV/the twins tell yo momma jokes.flv,,"same base name, lower-priority format",2 Review/the twins tell yo momma jokes.mp4
SKIPPED,9a Duplicates/Duplicates/The UPS guy tells a pope jokeR.wmv,,"same base name, lower-priority format",2 Review/The UPS guy tells a pope jokeR.mp4
SKIPPED,9a Duplicates/FLV/The UPS guy tells a pope jokeR.flv,,"same base name, lower-priority format",2 Review/The UPS guy tells a pope jokeR.mp4
SKIPPED,9a Duplicates/FLV/this guy is very retarded copy.flv,,"same base name, lower-priority format",2 Review/this guy is very retarded copy.mp4
SKIPPED,2 Review/this guy sucks copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/this guy sucks copy.mp4
SKIPPED,9a Duplicates/FLV/this guy sucks copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/this guy sucks copy.mp4
SKIPPED,9a Duplicates/FLV/three guys making fun of themselves.flv,,"same base name, lower-priority format",2 Review/three guys making fun of themselves.mp4
SKIPPED,9a Duplicates/FLV/ticks copy.flv,,"same base name, lower-priority format",2 Review/ticks copy.mp4
SKIPPED,2 Review/tiger copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/tiger copy.mp4
SKIPPED,9a Duplicates/FLV/tiger copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/tiger copy.mp4
SKIPPED,2 Review/tiger joke copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/tiger joke copy.mp4
SKIPPED,9a Duplicates/FLV/tiger joke copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/tiger joke copy.mp4
SKIPPED,2 Review/tim clark copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/tim clark copy.mp4
SKIPPED,9a Duplicates/FLV/tim clark copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/tim clark copy.mp4
SKIPPED,2 Review/tim sux  copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/tim sux  copy.mp4
SKIPPED,9a Duplicates/FLV/tim sux  copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/tim sux  copy.mp4
SKIPPED,2 Review/tim tells an Iowa joke.mov,,"same base name, lower-priority format",2 Review/tim tells an Iowa joke.mp4
SKIPPED,9a Duplicates/FLV/tim tells an Iowa joke.flv,,"same base name, lower-priority format",2 Review/tim tells an Iowa joke.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Tim tells camel joke 3.mp4,,same base name and format in different folder,2 Review/Tim tells camel joke 3.mp4
SKIPPED,9a Duplicates/FLV/Tim tells camel joke 3.flv,,"same base name, lower-priority format",2 Review/Tim tells camel joke 3.mp4
SKIPPED,2 Review/Tim tells dirty joke 3.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tim tells dirty joke 3.mp4
SKIPPED,9a Duplicates/FLV/Tim tells dirty joke 3.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tim tells dirty joke 3.mp4
SKIPPED,9a Duplicates/MP4 bad audio/tim tells elephant joke 2.mp4,,same base name and format in different folder,2 Review/tim tells elephant joke 2.mp4
SKIPPED,9a Duplicates/FLV/tim tells elephant joke 2.flv,,"same base name, lower-priority format",2 Review/tim tells elephant joke 2.mp4
SKIPPED,2 Review/Tim tells lesbian joke 3.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tim tells lesbian joke 3.mp4
SKIPPED,9a Duplicates/FLV/Tim tells lesbian joke 3.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tim tells lesbian joke 3.mp4
SKIPPED,1g Kids/Timothy tellsplayground joke.mov,,"same base name, lower-priority format",2 Review/Timothy tellsplayground joke.mp4
SKIPPED,9a Duplicates/FLV/Timothy tellsplayground joke.flv,,"same base name, lower-priority format",2 Review/Timothy tellsplayground joke.mp4
SKIPPED,2 Review/tina and christie copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/tina and christie copy.mp4
SKIPPED,9a Duplicates/FLV/tina and christie copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/tina and christie copy.mp4
SKIPPED,2 Review/Tina tells a Stevie wonder joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tina tells a Stevie wonder joke.mp4
SKIPPED,9a Duplicates/FLV/Tina tells a Stevie wonder joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tina tells a Stevie wonder joke.mp4
SKIPPED,2 Review/Tita tells a Jewish joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tita tells a Jewish joke.mp4
SKIPPED,9a Duplicates/FLV/Tita tells a Jewish joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tita tells a Jewish joke.mp4
SKIPPED,2 Review/tm copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/tm copy.mp4
SKIPPED,9a Duplicates/FLV/tm copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/tm copy.mp4
SKIPPED,9a Duplicates/MP4 bad audio/tmaj 1 min #03.mp4,,same base name and format in different folder,2 Review/tmaj 1 min #03.mp4
SKIPPED,9a Duplicates/FLV/tmaj 1 min #03.flv,,"same base name, lower-priority format",2 Review/tmaj 1 min #03.mp4
SKIPPED,9a Duplicates/MP4 bad audio/tmaj 1 min pg #2.mp4,,same base name and format in different folder,2 Review/tmaj 1 min pg #2.mp4
SKIPPED,9a Duplicates/FLV/tmaj 1 min pg #2.flv,,"same base name, lower-priority format",2 Review/tmaj 1 min pg #2.mp4
SKIPPED,9a Duplicates/MP4 bad audio/tmaj 1 minute #1.mp4,,same base name and format in different folder,2 Review/tmaj 1 minute #1.mp4
SKIPPED,9a Duplicates/FLV/tmaj 1 minute #1.flv,,"same base name, lower-priority format",2 Review/tmaj 1 minute #1.mp4
SKIPPED,4 Background Trailers Etc/tmaj 49 second trailer.mov,,"same base name, lower-priority format",2 Review/tmaj 49 second trailer.mp4
SKIPPED,9a Duplicates/FLV/tmaj 49 second trailer.flv,,"same base name, lower-priority format",2 Review/tmaj 49 second trailer.mp4
SKIPPED,8 Misc/4a Promo/TMAJ Addiction.mp4,,same base name and format in different folder,1j Too Ethnic/Removed from Live/TMAJ Addiction.mp4
SKIPPED,9a Duplicates/MP4 bad audio/tmaj pg 1 min #4.mp4,,same base name and format in different folder,2 Review/tmaj pg 1 min #4.mp4
SKIPPED,9a Duplicates/FLV/tmaj pg 1 min #4.flv,,"same base name, lower-priority format",2 Review/tmaj pg 1 min #4.mp4
SKIPPED,9a Duplicates/MP4 bad audio/tmaj pr 1 min #5.mp4,,same base name and format in different folder,2 Review/tmaj pr 1 min #5.mp4
SKIPPED,9a Duplicates/FLV/tmaj pr 1 min #5.flv,,"same base name, lower-priority format",2 Review/tmaj pr 1 min #5.mp4
SKIPPED,9a Duplicates/Duplicates/tNishtellsabarjokeR.wmv,,"same base name, lower-priority format",2 Review/tNishtellsabarjokeR.mp4
SKIPPED,9a Duplicates/FLV/tNishtellsabarjokeR.flv,,"same base name, lower-priority format",2 Review/tNishtellsabarjokeR.mp4
SKIPPED,2 Review/toby copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/toby copy.mp4
SKIPPED,9a Duplicates/FLV/toby copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/toby copy.mp4
SKIPPED,9a Duplicates/Duplicates/Todd H does an impersonationPG.wmv,,"same base name, lower-priority format",2 Review/Todd H does an impersonationPG.mp4
SKIPPED,9a Duplicates/FLV/Todd H does an impersonationPG.flv,,"same base name, lower-priority format",2 Review/Todd H does an impersonationPG.mp4
SKIPPED,9a Duplicates/Duplicates/Todd tells an ethnic jokeR.wmv,,"same base name, lower-priority format",2 Review/Todd tells an ethnic jokeR.mp4
